candidate_id	house	state	constituency_name	constituency_number	full_name	photo_id	party	gender	birthdate	occupation	education	nationality	religion	ward_village	voter_list_number	father	father_nationality	father_religion	mother	mother_nationality	mother_religion
999cdd39d09e47851fc05a58b570202c	အမျိုးသားလွှတ်တော်	ဧရာဝတီ	ဧရာဝတီ	4	ဦးစောထွန်း	1697	တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ	M	12/7/1934	ပါတီဗဟိုကော်မတီဝင်(တစည)၊ အ-ထ-က ကျောင်းအုပ်(ငြိမ်း)	ဝိဇ္ဇာဘွဲ့နှင့် ပညာရေးဒီပလိုမာ	ဗမာ	ဗုဒ္ဓ	ကင်းရပ်ကွက်	960	ဦးဘိုးမြ(ကွယ်လွန်)	ဗမာ	ဗုဒ္ဓ	ဒေါ်ဖွားမြ (ကွယ်လွန်)	ဗမာ	ဗုဒ္ဓ
a5c439e721ea34ba5b4e84927d3c87eb	အမျိုးသားလွှတ်တော်	ရခိုင်	ရခိုင်	1	ဦးနီအောင်ကျော်	7820	တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ	M	10/6/1935	ဌာနခွဲ စာရေးကြီး ( ငြိမ်း ) ၊ မြန်မာ့ဆက်သွယ်ရေးလုပ်ငန်း ၊ စစ်တွေမြို့	တက္ကသိုလ်၀င်တန်းအောင် (  ၁၉၅၉ ) ဝိဇ္ဇာ ( က )	ရခိုင်	ဗုဒ္ဓ	ပြည်တော်သာရပ်ကွက်	1540	ဦးမောင်လှ(ကွယ်လွန်)	ရခိုင်	ဗုဒ္ဓ	ဒေါ်အောင်ညိုမ(ကွယ်လွန်)	ရခိုင်	ဗုဒ္ဓ
4f649b5901cc28d0cd4a1c6ecf06948e	အမျိုးသားလွှတ်တော်	ရခိုင်	ရခိုင်	6	ဦးမောင်ကျော်ဇံ	7695	တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ	M	12/16/1935	ကျောင်းဆရာ (ငြိမ်း)	တက္ကသိုလ်ဝင်တန်း	ရခိုင်	ဗုဒ္ဓ	မင်းဂံအကွက် (၁၂)	4839	ဦးအောင်ကျော်ဇော (ကွယ်လွန်)	ရခိုင်	ဗုဒ္ဓ	ဒေါ်စံဦးဖြူ     (ကွယ်လွန်)	ရခိုင်	ဗုဒ္ဓ
75e310ea68853b9c8643977638db889d	အမျိုးသားလွှတ်တော်	ဧရာဝတီ	ဧရာဝတီ	8	ဦးအောင်သောင်း	5035	တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ	M	1/21/1938	အငြိမ်းစား၊ မူ/အုပ်	တက္ကသိုလ်ဝင်တန်းနှင့် ဆရာဖြစ်အောင်	ဗမာ	ဗုဒ္ဓ	(၉)ရပ်ကွက်	0	ဦးကြူလှိုင် (ကွယ်လွန်)	ဗမာ	ဗုဒ္ဓ	ဒေါ်ခလေးမ(ကွယ်လွန်)	ဗမာ	ဗုဒ္ဓ
14cf3ef227788db832fe242834680c60	အမျိုးသားလွှတ်တော်	ကရင်	ကရင်	5	ဦး​စောမာဘယ်	7382	ကရင်ပြည်သူ့ပါတီ	M	3/21/1938	စစ်မှုထမ်း(အငြိမ်းစား)	ဥပစာဝိဇ္ဇာ(ခ)	ကရင်	ခရစ်ယာန်	-	0	ဦးစောရတ္တလာ(ကွယ်လွန်)	ကရင်	ခရစ်ယာန်	နော်အက်စတာဗြူ	ကရင်	ခရစ်ယာန်
7d85cebc92899c7377f88ae7e15e1007	အမျိုးသားလွှတ်တော်	မကွေး	မကွေး	2	ဦးအောင်ကြည်	4812	တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ	M	2/19/1939	မူလတန်းကျောင်းအုပ်(အငြိမ်းစား)	ဆယ်တန်း	ဗမာ	ဗုဒ္ဓ	ရွှေဘုံသာရပ်၊ သစ်တပွေရပ်ကွက်	0	ဦးသာရင်(ကွယ်လွန်)	ဗမာ	ဗုဒ္ဓ	ဒေါ်စိန်တုန်(ကွယ်လွန်)	ဗမာ	ဗုဒ္ဓ
ac76cd8e65b670266836478096adf23f	အမျိုးသားလွှတ်တော်	ဧရာဝတီ	ဧရာဝတီ	10	ဦးစောကျော်ထွန်း	0	တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ	M	11/6/1939	စာရေးအဆင့်−၂၊ ကျန်းမာရေးဦးစီးဌာန	(၁၀)တန်း အောင်	ကရင်	ခရစ်ယာန်	အမှတ်(၁၂)ရပ်ကွက်၊ဖျာပုံမြို့	0	ဦးထွန်းစိန်(ကွယ်လွန်)	ကရင်	ခရစ်ယာန်	ဒေါ်သိန်းတင်(ကွယ်လွန်)	ကရင်	ခရစ်ယာန်
3241d8fbef47ba2d79d564a10ff79e17	အမျိုးသားလွှတ်တော်	ရခိုင်	ရခိုင်	4	ဦးအောင်ထွန်းညို	7828	တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ	M	11/13/1939	လယ်လုပ် တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီမြို့နယ် ဥက္ကဋ္ဌ ခရိုင်ဥက္ကဋ္ဌ နိုင်ငံရေးငြိမ်း	၇ တန်း	ရခိုင်	ဗုဒ္ဓ	ဘုရားပေါ်ရပ်လော်ကဖူရပ်ကွက်	60	ဦးမောင်ရွှေလှ (ကွယ်လွန်)	ရခိုင်	ဗုဒ္ဓ	ဒေါ်ရွှေအုံး (ကွယ်လွန်)	ရခိုင်	ဗုဒ္ဓ
65bd8b7bc7a586f43b88f8265667bec9	အမျိုးသားလွှတ်တော်	မကွေး	မကွေး	7	ဦးကျော်ဝင်း	4874	တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ	M	1/16/1940	ဥယျာဉ်ခြံစိုက်ပျိုးရေး	၁၀-တန်း (ဗဟိုနိုင်ငံရေးသိပ္ပံ/၁၃၊ ဗဟိုနိုင်ငံရေးတက္ကသိုလ်/၈)	ဗမာ	ဗုဒ္ဓ	မင်းတုန်းမြို့၊ အမှတ်(၂)ရပ်ကွက်	41	ဦးအုန်းဖေ (၁၃၀၇-ခုနစ်-ကွယ်လွန်)	ဗမာ	ဗုဒ္ဓ	ဒေါ်ဒွါးဖြူ (၁၃၃၇−ခုနှစ် ကွယ်လွန်)	ဗမာ	ဗုဒ္ဓ
1c89e4e6a2dc97ce1d833a79c3f39b63	အမျိုးသားလွှတ်တော်	ပဲခူး	ပဲခူး	9	ပါမောက္ခဒေါက်တာမြဦး	757	ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ	M	1/25/1940	အမျိုးသားလွှတ်တော်ကိုယ်စားလှယ်	M.B.B.S (Rgn) DR. Med.Sc (Ygn) FRCP (Edin) FRCP (Glas gow)၊ FRCP (London)	မြန်မာ	ဗုဒ္ဓ	မင်းကွက်(၃)ရပ်ကွက် ပေါင်းတည်	0	ဦးဘစိန်(ကွယ်လွန်)	မြန်မာ	ဗုဒ္ဓ	ဒေါ်အုန်းရင်(ကွယ်လွန်)	မြန်မာ	ဗုဒ္ဓ
