candidate_id,mpid,house,state,constituency_name,constituency_number,full_name,photo_url,party,gender,birthdate,occupation,education,nationality,religion,ward_village,father,father_nationality,father_religion,mother,mother_nationality,mother_religion,votes
9deb3621b2ef8fd61e95a05b470b0579,,တိုင်းဒေသကြီး/ပြည်နယ် လွှတ်တော်,ရှမ်းပြည်နယ်,မောက်မယ်မဲဆန္ဒနယ်,1,ဦးသြတ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_D_20150826_0410.jpg,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,M,9/27/1930,ရွှေပန်းထိမ်,(၆) တန်း,ရှမ်း,ဗုဒ္ဓ,ဈေးတန်းရပ်ကွက်,ဦးလုံးစိုင်း(ကွယ်လွန်),ရှမ်း,ဗုဒ္ဓ,မယ်ထောက်နန်း(ကွယ်လွန်),ရှမ်း,ဗုဒ္ဓ,-1
5c45199ad90e432af3eae9bf2d59cf5b,,တိုင်းဒေသကြီး/ပြည်နယ် လွှတ်တော်,ဧရာဝတီတိုင်းဒေသကြီး,ဟင်္သာတမဲဆန္ဒနယ်,2,ဦးခင်မောင်သောင်း,https://storage.googleapis.com/staticassets/candidate-photos/Scan_D_20150819_0120.jpg,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,M,10/15/1930,ငှက်ဖျားရောဂါမှူး (ငြိမ်း)၊ အတွင်းရေးမှူး၊ မြို့နယ် (တစည),၁၀တန်းအောင်,ဗမာ,ဗုဒ္ဓ,-,ဦးထွန်းစိန် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,ဒေါ်စိုးရင် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,-1
1522d65a596318b61a50ed5554d8c4d3,,တိုင်းဒေသကြီး/ပြည်နယ် လွှတ်တော်,မကွေးတိုင်းဒေသကြီး,စလင်းမဲဆန္ဒနယ်,1,ဦးစန်းလွင်,https://storage.googleapis.com/staticassets/candidate-photos/Scan_B_20150824_172.jpg,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,M,5/7/1934,ရွှေပန်းထိန်လုပ်ငန်းပိုင်ရှင်,သတ္တမတန်း,ဗမာ,ဗုဒ္ဓ,ဆင်ဖြူကျွန်း (၂),ဦးအောင်မှတ် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,ဒေါ်လှမင်း (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,-1
92278f2cad8e2038269ecbcdc346cc14,,တိုင်းဒေသကြီး/ပြည်နယ် လွှတ်တော်,ရန်ကုန်တိုင်းဒေသကြီး,ဒေါပုံမဲဆန္ဒနယ်,2,ဦးသောင်းစိန်,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150813_0071.jpg,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,M,5/7/1935,အငြိမ်းစား(သ/မ ဝန်ကြီးဌာန) ဒေါပုံ(၁)တိုင်းဒေသကြီးလွှတ်တော်ကိုယ်စားလှယ်,တတိယနှစ်(ဥပဒေ),ဗမာ,ဗုဒ္ဓ,မြို့သစ်ရပ်ကွက်,ဦးလူးမျိုး(ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,ဒေါ်ဝယ် (၁၉၈၁ ခုနှစ်ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,-1
a8b523d3338fc8233f69488dfc62ee31,,တိုင်းဒေသကြီး/ပြည်နယ် လွှတ်တော်,ရခိုင်ပြည်နယ်,စစ်တွေမဲဆန္ဒနယ်,2,ဦးအောင်သန်းထွန်း,https://storage.googleapis.com/staticassets/candidate-photos/Scan_E_20150901_054.jpg,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,M,10/9/1935,အထက်တန်းရှေ့နေ,၁၀တန်းအောင်/H.G.Pအောင်,ရခိုင်,ဗုဒ္ဓ,တရားသိစုရပ်,ဦးကျော်မင်း(ကွယ်လွန်),ရခိုင်,ဗုဒ္ဓ,ဒေါ်အေးဖြူ(ကွယ်လွန်),ရခိုင်,ဗုဒ္ဓ,-1
fe18eb55b7ad361633291a13976237a9,,တိုင်းဒေသကြီး/ပြည်နယ် လွှတ်တော်,ရခိုင်ပြည်နယ်,ကျောက်တော်မဲဆန္ဒနယ်,1,ဦးကျော်ဇောလှ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150901_0036.jpg,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,M,12/6/1935,အငြိမ်းစား၊ ကုန်သည်,တက္ကသိုလ်ဝင်တန်း,မြို,ခရစ်ယာန်,−,ဦးတင်ယေ(ခ)ဦးပုမောက်ကြီး,မြို,ဗုဒ္ဓ,ဒေါ်လဝင်း(ခ)ဒေါ်မသာဖြူ,မြို,ဗုဒ္ဓ,-1
2b2ec4fd113b2a1238f9fd22edaa931a,,တိုင်းဒေသကြီး/ပြည်နယ် လွှတ်တော်,ရခိုင်ပြည်နယ်,မင်းပြားမဲဆန္ဒနယ်,1,ဦးမောင်ကျော်ဇံ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_D_20150901_0071.jpg,,M,12/17/1944,ပြည်နယ်လွှတ်တော်ကိုယ်စားလှယ်၊ အမှတ်(၁) မဲဆန္ဒနယ်,တန်းမြင့်ကျောင်းထွက်စာမေးပွဲအောင်,ရခိုင်,ဗုဒ္ဓ,ဈေးဟောင်းပိုင်းရပ်ကွက်(၁)သာစံရခိုင်,ဦးမောင်သာနူ,ရခိုင်,ဗုဒ္ဓ,ဒေါ်ပိုးသန္တာ,ရခိုင်,ဗုဒ္ဓ,-1
28f08d5dd0b20d7cd8144db58caf2a85,,တိုင်းဒေသကြီး/ပြည်နယ် လွှတ်တော်,ဧရာဝတီတိုင်းဒေသကြီး,ဟင်္သာတမဲဆန္ဒနယ်,1,ဦးလှရှိန်,https://storage.googleapis.com/staticassets/candidate-photos/Scan_D_20150819_0116.jpg,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,M,2/25/1936,လယ်,သတ္တမတန်း,ဗမာ,ဗုဒ္ဓ,တောရှည်ရွာ၊ ကညင်ကောက်,ဦးညိမ်း,ဗမာ,ဗုဒ္ဓ,ဒေါ်မယ်မာ,ဗမာ,ဗုဒ္ဓ,-1
c9d998f3a6c69b0a15c35f8ccf8fb5de,,တိုင်းဒေသကြီး/ပြည်နယ် လွှတ်တော်,ကယားပြည်နယ်,မယ်စဲမဲဆန္ဒနယ်,1,ဦးစိုင်းအိုက်အေး,https://storage.googleapis.com/staticassets/candidate-photos/Scan_D_20150824_0227.jpg,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,M,6/6/1936,အငြိမ်းစားမြို့ပိုင်,ဥပစာအပိုင်း(က),ရှမ်း,ဗုဒ္ဓ,မယ်စဲ့ကျေးရွာအုပ်စု,ဦးအုံးဖေ(ကွယ်လွန်),ရှမ်း,ဗုဒ္ဓ,ဒေါ်နိုင်းမိုင်ငင်းမီးလှ(ကွယ်လွန်),ရှမ်း,ဗုဒ္ဓ,-1
88c729f85d59f4bbde0264a224e42ae5,,တိုင်းဒေသကြီး/ပြည်နယ် လွှတ်တော်,ရန်ကုန်တိုင်းဒေသကြီး,ဒေါပုံမဲဆန္ဒနယ်,1,ဦးသိန်းထွန်း,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150813_0067.jpg,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,M,2/18/1937,ကျောင်းဆရာ(ငြိမ်း),B.A (Bot),ဗမာ,ဗုဒ္ဓ,ဗမာအေးရပ်ကွက်,ဦးအောင်ပေါ်(ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,ဒေါ်အုံး(ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,-1
